PMID	DOI	Title	PMCID
19103152	10.1016/j.bbabio.2008.11.014	MONA mutations are a common cause of severe disease phenotypes in children with Leigh syndrome : 	
19103152	10.1016/j.bbabio.2008.11.014	MONA mutations are a common cause of severe disease phenotypes in children with Leigh syndrome : 	
20725033	10.1038/nature09297	Non-canonical inhibition of DNA damage-dependent ubiquitination by OTUB1 : 	
22897579	10.1111/j.1600-0625.2012.01558.x	Experimental analysis of risk factors for ulcerative dermatitis in mice : 	
27524482	10.1016/j.cub.2016.07.017	Increased Glucose Transport into Neurons Rescues Abeta Toxicity in Drosophila : 	PMC5026704
22975005	10.1016/j.cub.2012.07.024	Ageing as a risk factor for disease : 	
17662273	10.1016/j.yexcr.2007.05.029	Somatic mtDNA mutations cause progressive hearing loss in the mouse : 	
21055983	10.1016/j.molcel.2010.10.024	The MMS22L-TONSL complex mediates recovery from replication stress and homologous recombination : 	PMC3031522
19110431	10.1016/j.cub.2008.11.063	A conserved endocrine mechanism controls the formation of dauer and infective larvae in nematodes : 	PMC2712670
24204314	10.1371/journal.pgen.1003911	Human Intellectual Disability Genes Form Conserved Functional Modules in Drosophila : 	PMC3814316
19221197	10.1083/jcb.200810189	The genetic interactome of prohibitins: coordinated control of cardiolipin and phosphatidylethanolamine by conserved regulators in mitochondria : 	PMC2654118
20485265	10.1038/emboj.2010.98	A mitochondrial phosphatase required for cardiolipin biosynthesis: the PGP phosphatase Gep4 : 	PMC2892375
19889967	10.1242/jcs.037655	Prohibitins and the functional compartmentalization of mitochondrial membranes : 	
21220505	10.1083/jcb.201006159	Making heads or tails of phospholipids in mitochondria : 	PMC3019561
29297744	10.1080/15548627.2017.1422850	TGFB1 is secreted through an unconventional pathway dependent on the autophagic machinery and cytoskeletal regulators : 	PMC5915026
29297744	10.1080/15548627.2017.1422850	TGFB1 is secreted through an unconventional pathway dependent on the autophagic machinery and cytoskeletal regulators : 	PMC5915026
21147274	10.1016/j.mito.2010.12.004	Tight control of mitochondrial membrane potential by cytochrome c oxidase : 	
25789582	10.1042/BJ20141554	Processing of protein ADP-ribosylation by Nudix hydrolases : 	PMC6057610
24326623	10.1038/nrm3719	Double-strand break repair: 53BP1 comes into focus : 	
19230794	10.1016/j.dnarep.2009.01.013	Regulatory ubiquitylation in response to DNA double-strand breaks : 	
24002223	10.1038/nrm3659	Push back to respond better: regulatory inhibition of the DNA double-strand break response : 	
22742833	10.1016/j.molcel.2012.05.045	Tandem protein interaction modules organize the ubiquitin-dependent response to DNA double-strand breaks : 	
23251396	10.1371/journal.pone.0050881	Using answer set programming to integrate RNA expression with signalling pathway information to infer how mutations affect ageing : 	PMC3519537
17662942	10.1016/j.cell.2007.05.046	MTERF3 is a negative regulator of mammalian mtDNA transcription : 	
21606204	10.1083/jcb.201010024	Mitochondrial DNA mutations in disease and aging : 	PMC3105550
23824191	10.1074/jbc.M113.454835	T-cadherin is essential for adiponectin-mediated revascularization : 	PMC3750183
21078113	10.1111/j.1474-9726.2010.00649.x	Some highlights of research on aging with invertebrates, 2010 : 	PMC3121960
23268671	10.1056/NEJMcibr1210447	Diet and healthy aging : 	
25175302	10.1016/j.tem.2014.08.003	Intervening in ageing to prevent the diseases of ageing : 	
17562452	10.1080/10409230701380452	Protein degradation within mitochondria: versatile activities of AAA proteases and other peptidases : 	
17538604	10.1038/447536a	Ageing: when less is more : 	
17431409	10.1038/sj.embor.7400948	The Drosophila mitotic inhibitor Fruhstart specifically binds to the hydrophobic patch of cyclins : 	PMC1866202
17408359	10.1146/annurev.biochem.76.060305.152028	DNA replication and transcription in mammalian mitochondria : 	
17360327	10.1073/pnas.0700847104	A bile acid-like steroid modulates Caenorhabditis elegans lifespan through nuclear receptor signaling : 	PMC1821127
17336909	10.1016/j.devcel.2007.01.018	DRE-1: an evolutionarily conserved F box protein that regulates C. elegans developmental age : 	
17261594	10.1128/MCB.01721-06	Substrate recognition by AAA+ ATPases: distinct substrate binding modes in ATP-dependent protease Yme1 of the mitochondrial intermembrane space : 	PMC1899909
17227870	10.1073/pnas.0605208103	Progressive parkinsonism in mice with respiratory-chain-deficient dopamine neurons : 	PMC1783140
16527490		The recognition of substrates by AAA proteases in mitochondria. ATP-dependent proteases : 	
16527490		The recognition of substrates by AAA proteases in mitochondria. ATP-dependent proteases : 	
17543467	10.1016/j.neuroscience.2007.04.004	Embryonic and postnatal development of the serotonergic raphe system and its target regions in 5-HT1A receptor deletion or overexpressing mouse mutants : 	
17135288	10.1091/mbc.E06-09-0839	Prohibitins interact genetically with Atp23, a novel processing peptidase and chaperone for the F1Fo-ATP synthase : 	PMC1783772
17101804	10.1128/MCB.01470-06	Variable and tissue-specific subunit composition of mitochondrial m-AAA protease complexes linked to hereditary spastic paraplegia : 	PMC1800790
17003040	10.1074/jbc.M606059200	Proteolytic processing of OPA1 links mitochondrial dysfunction to alterations in mitochondrial morphology : 	
16790496	10.1091/mbc.E06-01-0053	Nonredundant roles of mitochondria-associated F-box proteins Mfb1 and Mdm30 in maintenance of mitochondrial morphology in yeast : 	PMC1593156
16735578	10.1083/jcb.200512079	Regulation of mitochondrial fusion by the F-box protein Mdm30 involves proteasome-independent turnover of Fzo1 : 	PMC2063881
16725216	10.1016/j.bbamcr.2006.03.009	Mitochondrial shaping cuts : 	
16529801	10.1016/j.cell.2006.01.037	Identification of ligands for DAF-12 that govern dauer formation and reproduction in C. elegans : 	
16527490	10.1016/j.jsb.2006.01.009	Substrate specific consequences of central pore mutations in the i-AAA protease Yme1 on substrate engagement : 	
16527490	10.1016/j.jsb.2006.01.009	Substrate specific consequences of central pore mutations in the i-AAA protease Yme1 on substrate engagement : 	
16403607	10.1016/j.gene.2005.09.044	Evidence for a novel mitochondria-to-nucleus signalling pathway in respiring cells lacking i-AAA protease and the ABC-transporter Mdl1 : 	
16330542	10.1074/jbc.M509770200	Signal-dependent control of gluconeogenic key enzyme genes through coactivator-associated arginine methyltransferase 1 : 	
17022104	10.1002/pmic.200600318	Proteomic-based analysis of nuclear signaling: PLCbeta1 affects the expression of the splicing factor SRp20 in Friend erythroleukemia cells : 	
16640558	10.1111/j.1742-4658.2006.05208.x	Functional characterization of hepatocyte nuclear factor-4 alpha dimerization interface mutants : 	
		Quality control in the mitochondrion : 	
16373563	10.1126/science.1122816	Physiology. The tick-tock of aging? : 	
16239145	10.1016/j.cell.2005.08.003	The m-AAA protease defective in hereditary spastic paraplegia controls ribosome assembly in mitochondria : 	
16239145	10.1016/j.cell.2005.08.003	The m-AAA protease defective in hereditary spastic paraplegia controls ribosome assembly in mitochondria : 	
16236764	10.1242/dev.02102	mab-2 encodes RNT-1, a C. elegans Runx homologue essential for controlling cell proliferation in a stem cell-like developmental lineage : 	
16193327	10.1007/s00294-005-0022-5	A family of putative transcription termination factors shared amongst metazoans and plants : 	
16054058	10.1016/j.cmet.2005.02.004	The prepared mind of the worm : 	
16044424	10.1002/ana.20570	Secondary metabolic effects in complex I deficiency : 	
15772085	10.1074/jbc.M500398200	Role of the novel metallopeptidase Mop112 and saccharolysin for the complete degradation of proteins residing in different subcompartments of mitochondria : 	
15826954	10.1074/jbc.M501221200	Distinct amino acid residues may be involved in coactivator and ligand interactions in hepatocyte nuclear factor-4alpha : 	
15576046	10.1016/j.bbabio.2004.10.003	The transcription machinery in mammalian mitochondria : 	
15556950	10.1074/jbc.M410609200	Characterization of peptides released from mitochondria: evidence for constant proteolysis and peptide efflux : 	
15526033	10.1038/sj.emboj.7600465	The mitochondrial RNA polymerase contributes critically to promoter specificity in mammalian cells : 	PMC533051
15499941		Defective assembly of the respiratory chain : 	
15314028	10.1101/gad.312604	A novel nuclear receptor/coregulator complex controls C. elegans lipid metabolism, larval development, and aging : 	PMC515290
15282183	10.1016/j.bbabio.2004.04.020	Understanding aging: revealing order out of chaos : 	
15247210	10.1074/jbc.M405871200	Reversible assembly of the ATP-binding cassette transporter Mdl1 with the F1F0-ATP synthase in mitochondria : 	
26004631	10.1016/j.stemcr.2015.04.013	hESC Differentiation toward an Autonomic Neuronal Cell Fate Depends on Distinct Cues from the Co-Patterning Vasculature : 	PMC4471822
24298168	10.1098/rstb.2013.0496	Editorial 2014 : 	PMC3843898
25750243	10.1098/rstb.2014.0380	Celebrating 350 years of Philosophical Transactions: life sciences papers : 	PMC4360128
26729943		Comments from the departing Editor : 	PMC4760204
20849947	S0531-5565(10)00292-5 [pii]10.1016/j.exger.2010.09.003	Ageing in Drosophila: the role of the insulin/Igf and TOR signalling network : 	PMC3087113
21115524	366/1561/6 [pii]10.1098/rstb.2010.0298	The new science of ageing : 	PMC3001317
WOS:000268375500023	10.1016/j.leukres.2009.01.004	Molecular variability of FLT3/ITD mutants and their impact on the differentiation program of 32D cells: Implications for the biological properties of AML blasts : 	
19366608	10.1016/j.bbabio.2009.01.018	MTERF2 is a nucleoid component in mammalian mitochondria : 	
24781109	10.1371/journal.pbio.1001845	Toxoplasma effector MAF1 mediates recruitment of host mitochondria and impacts the host response : 	PMC4004538
20637758	10.1016/j.ijpara.2010.07.002	Association of host mitochondria with the parasitophorous vacuole during Toxoplasma infection is not dependent on rhoptry proteins ROP2/8 : 	PMC2939271
24664173	10.1093/infdis/jiu189	Immune profiling of pregnant Toxoplasma-infected US and Colombia patients reveals surprising impacts of infection on peripheral blood cytokines : 	PMC4192053
26667075	10.1146/annurev-physiol-021115-105011	Mito-Morphosis: Mitochondrial Fusion, Fission, and Cristae Remodeling as Key Mediators of Cellular Function : 	
22022284	10.1371/journal.pgen.1002325	Whole-exome sequencing identifies homozygous AFG3L2 mutations in a spastic ataxia-neuropathy syndrome linked to mitochondrial m-AAA proteases : 	PMC3192828
24240321	10.1038/nmeth.2731	A holidic medium for Drosophila melanogaster : 	PMC3877687
24240321	10.1038/nmeth.2731	A holidic medium for Drosophila melanogaster : 	PMC3877687
27730590	10.1007/978-1-4939-6371-3_18	Protocols to Study Aging in Drosophila : 	PMC5507281
21803286	S1550-4131(11)00264-6 [pii]10.1016/j.cmet.2011.06.013	Dietary restriction and aging: a unifying perspective : 	PMC4445606
20363961	0914686107 [pii]10.1073/pnas.0914686107	Water-independent effects of dietary restriction in Drosophila : 	PMC2851991
24240321	10.1038/nmeth.2731	A holidic medium for Drosophila melanogaster : 	PMC3877687
24240321	10.1038/nmeth.2731	A holidic medium for Drosophila melanogaster : 	PMC3877687
	http://dx.doi.org/10.1016/j.jgg.2014.07.004	Using Doubly-Labeled Water to Measure Energy Expenditure in an Important Small Ectotherm Drosophila melanogaster : 	
26345496	10.1038/srep13828	TSC2 mediates hyperosmotic stress-induced inactivation of mTORC1 : 	PMC4642562
23679042	10.3109/13813455.2013.791699	2D-ToGo workflow: increasing feasibility and reproducibility of 2-dimensional gel electrophoresis : 	
24445803	10.1093/nar/gkt1397	The amino terminal extension of mammalian mitochondrial RNA polymerase ensures promoter specific transcription initiation : 	PMC3973307
	10.1007/s12268-013-0263-7	Rushhour – Phospholipidtransport an mitochondrialen Membranen. : 	
23931759	10.1016/j.cmet.2013.07.008	TRIAP1/PRELI complexes prevent apoptosis by mediating intramitochondrial transport of phosphatidic acid : 	
20657548	10.1038/emboj.2010.169	Regulation of mitochondrial phospholipids by Ups1/PRELI-like proteins depends on proteolysis and Mdm35 : 	PMC2944050
24645644	10.1111/exd.12375	Reduction in DNA methyltransferases and alteration of DNA methylation pattern associate with mouse skin ageing : 	
25635513	10.18632/aging.100713	PCH-2 regulates Caenorhabditis elegans lifespan : 	PMC4350321
25970558	10.1038/nrm3984	New roles for mitochondrial proteases in health, ageing and disease : 	
26166706	10.1016/j.molcel.2015.06.013	Identification of a Class of Protein ADP-Ribosylating Sirtuins in Microbial Pathogens : 	PMC4518038
27498866	http://dx.doi.org/10.1016/j.celrep.2016.07.031	Hierarchical RNA Processing Is Required for Mitochondrial Ribosome Assembly : 	
27498866	http://dx.doi.org/10.1016/j.celrep.2016.07.031	Hierarchical RNA Processing Is Required for Mitochondrial Ribosome Assembly : 	
23612611	10.1038/emboj.2013.90	Stabilization of integrin-linked kinase by the Hsp90-CHIP axis impacts cellular force generation, migration and the fibrotic response : 	PMC3655474
26203638	10.1038/jid.2015.290	Invasion of Herpes Simplex Virus Type 1 into Murine Epidermis: An Ex Vivo Infection Study : 	
20080757	10.1073/pnas.0913790107	The RNF8/RNF168 ubiquitin ligase cascade facilitates class switch recombination : 	PMC2818930
26878754	10.7554/eLife.10956	Sex difference in pathology of the ageing gut mediates the greater response of female lifespan to dietary restriction : 	PMC4805549
24054925	10.1016/j.beem.2013.05.016	Gender and longevity: why do men die earlier than women? Comparative and experimental evidence : 	
26325129	10.1016/j.cub.2015.05.009	Turquoise killifish : 	
22850737	10.1038/npp.2012.123	Biphasic effects of cannabinoids in anxiety responses: CB1 and GABA(B) receptors in the balance of GABAergic and glutamatergic neurotransmission : 	PMC3473327
